run_dir,best_objective,final_iteration,first_success_iteration
output_20250926-071938,3.0000000000045794,149,
output_20250926-072104,3.003201221077343,149,
output_20250926-072226,3.0000485888777666,149,
output_20250926-072352,3.0000000000030145,149,
output_20250926-072515,3.0036073260803895,149,
output_20250926-072645,3.082004989151275,149,
output_20250926-072813,3.002002146518891,149,
output_20250926-072944,3.019821439544728,149,
output_20250926-073107,3.000000000016851,149,
output_20250926-073227,3.0003809504728,149,
output_20250926-073410,3.0000563451241318,149,
output_20250926-073531,3.0013597778125503,149,
output_20250926-073653,3.058304870539526,149,
output_20250926-073809,3.0000721279539606,149,
output_20250926-073931,2.9999999999999223,149,
output_20250926-074050,3.000041905865497,149,
output_20250926-074211,3.344208726578824,149,
output_20250926-074338,3.0000066350474164,149,
output_20250926-074501,3.0000362506541416,149,
output_20250926-074628,3.000027204355633,149,
output_20250926-074754,3.0181541686617432,149,
output_20250926-074917,3.000067355151585,149,
output_20250926-075039,3.0000048057424724,149,
output_20250926-075159,3.000002417073769,149,
output_20250926-075319,3.0007433901700487,149,
output_20250926-075459,2.9999999999999223,149,
output_20250926-075632,3.0002250283941296,149,
output_20250926-075757,2.9999999999999223,149,
output_20250926-075932,3.003445340042776,149,
output_20250926-080058,3.0000221842630594,149,
output_20250926-080227,3.0024057456177875,149,
output_20250926-080351,3.0025084572818432,149,
output_20250926-080511,3.000000000009484,149,
output_20250926-080633,3.000059702696388,149,
output_20250926-080803,3.0001117310782144,149,
output_20250926-080923,3.0000000000005485,149,
output_20250926-081045,3.0016860546812985,149,
output_20250926-081207,3.002566923779831,149,
output_20250926-081325,3.0000000000009925,149,
output_20250926-081446,3.000014960714745,149,
output_20250926-081608,2.999999999999925,149,
output_20250926-081723,3.00148089427757,149,
output_20250926-081841,3.000023175701436,149,
output_20250926-082000,2.999999999999922,149,
output_20250926-082131,3.0000000443066455,149,
output_20250926-082253,3.0012637396942514,149,
output_20250926-082407,3.000000029478586,149,
output_20250926-082530,3.0015471026316005,149,
output_20250926-082655,2.9999999999999223,149,
output_20250926-082817,3.0000011203218384,149,
output_20250926-082948,2.9999999999999285,149,
output_20250926-083108,3.002689554237413,149,
output_20250926-083233,3.0140879914327456,149,
output_20250926-083356,3.0001226734009943,149,
output_20250926-083520,2.999999999999922,149,
output_20250926-083644,3.001842556824069,149,
output_20250926-083802,3.0052435175125987,149,
output_20250926-083918,3.000000000000237,149,
output_20250926-084042,3.000000003950147,149,
output_20250926-084210,3.000000010727292,149,
output_20250926-084333,3.000029477600981,149,
output_20250926-084456,3.0000000076662796,149,
output_20250926-084616,3.0000533186683103,149,
output_20250926-084740,2.999999999999922,149,
output_20250926-084928,3.0000001858521945,149,
output_20250926-085045,3.0009141740556284,149,
output_20250926-085212,3.116910486261454,149,
output_20250926-085335,3.001937886139513,149,
output_20250926-085506,2.999999999999925,149,
output_20250926-085644,3.0080643880584153,149,
output_20250926-085804,3.0000000005072507,149,
output_20250926-085921,3.00000152565415,149,
output_20250926-090047,3.0004276037680193,149,
output_20250926-090232,3.0000000000024607,149,
output_20250926-090356,2.999999999999922,149,
output_20250926-090520,3.0003411868929555,149,
output_20250926-090642,3.0000000077223974,149,
output_20250926-090800,3.001399476662105,149,
output_20250926-090922,2.999999999999923,149,
output_20250926-091047,3.003214771075385,149,
output_20250926-091205,2.9999999999999867,149,
output_20250926-091329,3.0000000279126913,149,
output_20250926-091458,3.0000000000037157,149,
output_20250926-091618,3.0000000084799407,149,
output_20250926-091741,3.000061619378217,149,
output_20250926-091904,3.000000000003094,149,
output_20250926-092024,3.0013260200845178,149,
output_20250926-092151,3.0250728810110625,149,
output_20250926-092310,3.000004450441073,149,
output_20250926-092423,3.000198442665818,149,
output_20250926-092600,3.0000000018992057,149,
output_20250926-092721,3.0000419362621864,149,
output_20250926-092839,3.0475997246119593,149,
output_20250926-093000,2.999999999999923,149,
output_20250926-093124,3.013425754842494,149,
output_20250926-093311,2.9999999999999263,149,
output_20250926-093431,3.000000000928003,149,
output_20250926-093555,3.0000000000278284,149,
output_20250926-093716,3.000000001205178,149,
output_20250926-093838,2.999999999999922,149,
