run_dir,best_objective,final_iteration,first_success_iteration
output_20250926-071938,0.00030845902069954675,99,
output_20250926-072104,5.287011861555013e-07,99,16
output_20250926-072226,0.000859775958487134,99,
output_20250926-072352,0.09467879054608833,99,
output_20250926-072515,2.162082494945254e-05,99,
output_20250926-072645,0.005511723735557665,99,
output_20250926-072813,0.0030478794285937793,99,
output_20250926-072944,0.003416588944294999,99,
output_20250926-073107,0.00016595271540248703,99,
output_20250926-073227,2.0461315963008064e-14,99,20
output_20250926-073409,1.9665051585170306e-10,99,18
output_20250926-073531,2.4490393350321677e-07,99,20
output_20250926-073653,0.00020679426170050567,99,
output_20250926-073809,1.3883259507834083e-06,99,
output_20250926-073931,1.1733132098429958e-07,99,18
output_20250926-074050,0.008724407457712,99,
output_20250926-074211,0.07232373565762747,99,
output_20250926-074338,1.9028443098006904e-06,99,
output_20250926-074500,1.9376689158909535e-11,99,13
output_20250926-074628,0.0011263456694674259,99,
output_20250926-074754,1.6700677511613996e-07,99,16
output_20250926-074917,0.0013377910172691406,99,
output_20250926-075039,0.0001369130178473299,99,
output_20250926-075159,6.811364449531418e-10,99,10
output_20250926-075319,0.0001040854327036381,99,
output_20250926-075459,1.3730465743613642e-13,99,16
output_20250926-075632,2.6394611060812937e-13,99,15
output_20250926-075757,1.2031850574204524e-11,99,14
output_20250926-075931,0.0027060512310183677,99,
output_20250926-080058,5.38346437861655e-07,99,71
output_20250926-080227,4.938177957491928e-12,99,21
output_20250926-080351,3.919725620776469e-10,99,15
output_20250926-080511,0.00104721157405937,99,
output_20250926-080633,3.77711748602695e-12,99,15
output_20250926-080803,9.394045196139367e-05,99,
output_20250926-080923,2.025066053749484e-12,99,16
output_20250926-081045,0.0008616007198591956,99,
output_20250926-081207,8.852663897540554e-13,99,18
output_20250926-081325,0.030996075819362964,99,
output_20250926-081446,0.0010519765930586868,99,
output_20250926-081608,3.917577546719344e-09,99,23
output_20250926-081723,2.5323756635435197e-10,99,15
output_20250926-081841,0.03240184647035009,99,
output_20250926-082000,1.5528638814120474e-10,99,29
output_20250926-082131,0.0032209690118491095,99,
output_20250926-082253,2.2755559422136125e-21,99,16
output_20250926-082407,4.561955312331501e-07,99,25
output_20250926-082530,4.824957624873121e-15,99,16
output_20250926-082655,9.618119972029703e-05,99,
output_20250926-082817,0.023373173921110844,99,
output_20250926-082948,0.0010623164887336362,99,
output_20250926-083108,6.044264296376715e-19,99,20
output_20250926-083233,1.7259321503256387e-06,99,
output_20250926-083356,0.0019099073832002786,99,
output_20250926-083520,0.0009422924262807994,99,
output_20250926-083644,0.00011493697479601314,99,
output_20250926-083801,0.005199814948593959,99,
output_20250926-083918,2.975142532633317e-10,99,19
output_20250926-084042,4.781473870401883e-10,99,7
output_20250926-084210,8.528484424946077e-19,99,14
output_20250926-084333,0.0207614245296572,99,
output_20250926-084456,3.9601297394115456e-10,99,15
output_20250926-084616,0.06625254205125888,99,
output_20250926-084740,0.00050616855121502,99,
output_20250926-084928,1.5930172758043226e-14,99,20
output_20250926-085045,4.352498549216167e-05,99,
output_20250926-085212,5.4928745699154286e-08,99,13
output_20250926-085335,4.050308865153769e-06,99,
output_20250926-085506,1.8926388600376106e-12,99,13
output_20250926-085644,3.2526535665757604e-08,99,17
output_20250926-085804,2.076282027972264e-12,99,15
output_20250926-085922,5.545328150096652e-06,99,
output_20250926-090047,1.1560520160177851e-21,99,17
output_20250926-090233,0.010006422714513501,99,
output_20250926-090356,0.07145483413775297,99,
output_20250926-090520,0.021111128767813736,99,
output_20250926-090642,3.3120668136064775e-08,99,23
output_20250926-090800,0.010328618190943707,99,
output_20250926-090922,0.002384463244037009,99,
output_20250926-091047,0.0002181820286291904,99,
output_20250926-091204,3.8654500738436514e-05,99,
output_20250926-091329,0.007459921453728973,99,
output_20250926-091458,0.02663013687377368,99,
output_20250926-091618,7.278746208728705e-08,99,16
output_20250926-091741,0.0008366935348963222,99,
output_20250926-091904,0.0008295837190380102,99,
output_20250926-092024,4.555681708424755e-14,99,24
output_20250926-092151,0.00019330919109738994,99,
output_20250926-092310,3.056556662253825e-06,99,
output_20250926-092423,4.760433218847342e-07,99,19
output_20250926-092600,0.002074308132836668,99,
output_20250926-092721,0.008463542081261311,99,
output_20250926-092839,8.076474948718043e-07,99,18
output_20250926-093000,1.3761548062317882e-08,99,20
output_20250926-093124,0.0066418688393786625,99,
output_20250926-093311,0.0011912555696528813,99,
output_20250926-093431,1.871935330031255e-05,99,
output_20250926-093555,0.009128708103270594,99,
output_20250926-093716,0.00017818624481171874,99,
output_20250926-093838,4.7328681498001427e-07,99,21
