iteration,candidate_index,objective,phi_n,u_avg_n,ar_n,lt_0_n,lt_1_n,eps_1_n,a_1_n,phi,u_avg,ar,lt_0,lt_1,eps_1,a_1
28,0,-0.4434260400147241,0.7165096766136694,0.010946396653784489,0.9947343271798081,0.41186026489080574,0.5092919930756311,0.3334525365314124,0.321034501327092,0.7299058059682018,0.5207981536421905,4.979463876001252,0.009118602648908056,0.05546459965378156,0.5833988950922768,528.4138005308369
28,1,0.0,0.6976032778915725,0.06344185643792107,1.0806740152608916,0.5074245247489907,0.3833950940819729,0.27483170192048423,0.3022218833480173,0.7185619667349435,0.62053952723205,5.314628659517478,0.010074245247489906,0.04916975470409865,0.5511574360562663,520.8887533392069
28,2,-0.4410560734265384,0.6984488967202596,0.009997243493916785,0.9815563095583952,0.5421094738708897,0.38279993514562566,0.349455257463434,0.3119916932046889,0.7190693380321558,0.5189947626384419,4.928069607277742,0.010421094738708897,0.049139996757281285,0.5922003916048887,524.7966772818755
28,3,-0.4400418707853567,0.7478501999104962,0.007079387917883012,0.9940490001223516,0.5621822563878047,0.3798259649286031,0.3989166915087341,0.30451303885831404,0.7487101199462978,0.5134508370439778,4.976791100477172,0.010621822563878046,0.04899129824643016,0.6194041803298037,521.8052155433256
28,4,-0.3768796328325072,0.6811536872107903,0.17525211186188672,0.9116349603167917,0.5331251859508026,0.37723444198482814,0.3684695659552369,0.3135118968312311,0.7086922123264743,0.8329790125375848,4.655376345235488,0.010331251859508025,0.0488617220992414,0.6026582612753802,525.4047587324924
28,5,-0.441334891578475,0.6983863416457858,0.011434480621202529,0.9831696350632416,0.5365623340670622,0.3864719048395126,0.22039720788770606,0.3217870104715034,0.7190318049874715,0.5217255131802848,4.934361576746642,0.010365623340670621,0.04932359524197563,0.5212184643382384,528.7148041886014
28,6,-0.44320970464873277,0.6983863416457858,0.011398053247902114,0.9867475968526684,0.5055259941287955,0.4810517601335369,0.23034354058740264,0.3168892956487856,0.7190318049874715,0.521656301171014,4.948315627725407,0.010055259941287954,0.054052588006676845,0.5266889473230715,526.7557182595142
28,7,0.0,0.7136598845921122,0.00964113926996624,1.0089444497801698,0.47429730291698574,0.44096883112859664,0.3235094249405597,0.3026732404686333,0.7281959307552673,0.5183181646129359,5.0348833541426625,0.009742973029169856,0.052048441556429834,0.5779301837173079,521.0692961874533
28,8,-0.44176357770451,0.7165096766136694,0.010946396653784489,0.9893287801140247,0.41186026489080574,0.4471782375494028,0.28039277079876435,0.321034501327092,0.7299058059682018,0.5207981536421905,4.958382242444696,0.009118602648908056,0.05235891187747014,0.5542160239393203,528.4138005308369
28,9,-0.44127982376030817,0.7091877635132278,0.009642505138060411,0.9871075274459398,0.5572986705466395,0.3835660631378282,0.3186869390695591,0.3024420746157277,0.7255126581079367,0.5183207597623147,4.949719357039165,0.010572986705466393,0.04917830315689141,0.5752778164882575,520.9768298462911
