iteration,candidate_index,objective,phi_n,u_avg_n,ar_n,lt_0_n,lt_1_n,eps_1_n,a_1_n,phi,u_avg,ar,lt_0,lt_1,eps_1,a_1
54,0,-0.4478003864764479,0.7361070467823441,0.003051064250025328,0.9975925095751097,0.5348400659535226,0.7021270712528822,0.5270326966473827,0.3813222093915868,0.7416642280694066,0.5057970220750482,4.990610787342928,0.010348400659535226,0.0651063535626441,0.6898679831560605,552.5288837566347
54,1,-0.4476800683517636,0.7398013280500124,0.0035175222681125343,0.9976377268130283,0.6725244339882585,0.7076862526626826,0.48119278915240066,0.3639924884893269,0.7438807968300075,0.5066832923094138,4.990787134570811,0.011725244339882583,0.06538431263313413,0.6646560340338203,545.5969953957308
54,2,-0.4463172209828516,0.7162505364351542,0.0035175222681125343,0.997627027501454,0.6515237461344385,0.7081865774286578,0.5648599140247669,0.3638977102410931,0.7297503218610926,0.5066832923094138,4.990745407255671,0.011515237461344384,0.06540932887143289,0.7106729527136217,545.5590840964372
54,3,-0.4476226920183939,0.7359792771962395,0.003470091059655529,0.9975950894098025,0.633462530697278,0.7033373006944312,0.5495681288898273,0.3750888044939652,0.7415875663177438,0.5065931730133455,4.99062084869823,0.011334625306972778,0.06516686503472156,0.702262470889405,550.0355217975861
54,4,-0.4395629409138345,0.7387213212886075,0.022447565062690477,0.9976141781736683,0.6692337684133607,0.5570426892948466,0.5362606687129059,0.3325668789953551,0.7432327927731646,0.542650373619112,4.990695294877306,0.011692337684133606,0.05785213446474233,0.6949433677920982,533.026751598142
54,5,-0.4476640877671615,0.7359961136569113,0.003327503872039751,0.9975936023227343,0.4222426928181402,0.702887285895313,0.5270326966473827,0.3813222093915868,0.7415976681941469,0.5063222573568755,4.990615049058664,0.009222426928181402,0.06514436429476565,0.6898679831560605,552.5288837566347
54,6,0.0,0.7360902103216722,-0.02587758595511739,0.9975939966621779,0.6332751364803851,0.7025770860520004,0.5211101918257939,0.34294073787633433,0.7416541261930034,0.450832586685277,4.990616586982494,0.01133275136480385,0.06512885430260001,0.6866106055041866,537.1762951505337
54,7,-0.44244353090027294,0.739541445684007,0.0035175222681125343,0.9631742159093039,0.5679822277491038,0.7036343072239168,0.4405804011346496,0.3856579661864931,0.7437248674104042,0.5066832923094138,4.8563794420462845,0.010679822277491037,0.06518171536119585,0.6423192206240573,554.2631864745972
54,8,-0.44767655510579973,0.739541445684007,0.0035175222681125343,0.9976040579552405,0.5679822277491038,0.7036343072239168,0.4405804011346496,0.3856579661864931,0.7437248674104042,0.5066832923094138,4.990655826025439,0.010679822277491037,0.06518171536119585,0.6423192206240573,554.2631864745972
54,9,-0.44756428143185295,0.7325148130563808,0.003051064250025328,0.9975925095751097,0.5348400659535226,0.7021702926134024,0.5152137759890891,0.36880414265264105,0.7395088878338285,0.5057970220750482,4.990610787342928,0.010348400659535226,0.06510851463067012,0.6833675767939991,547.5216570610564
54,10,-0.42446677134645855,0.7361070467823441,0.05752252263733746,0.9975925095751097,0.5348400659535226,0.8390957115445982,0.5176103428645111,0.43997598054658676,0.7416642280694066,0.6092927930109412,4.990610787342928,0.010348400659535226,0.07195478557722991,0.6846856885754811,575.9903922186347
54,11,-0.4474790445796213,0.7402496967070541,0.0035175222681125343,0.9976455136599776,0.6731935612348017,0.7005852236920981,0.5231909049127784,0.38921919337530464,0.7441498180242325,0.5066832923094138,4.990817503273913,0.011731935612348015,0.0650292611846049,0.6877549977020281,555.6876773501218
