iteration,candidate_index,objective,phi_n,u_avg_n,ar_n,lt_0_n,lt_1_n,eps_1_n,a_1_n,phi,u_avg,ar,lt_0,lt_1,eps_1,a_1
9,0,-0.42696800917209177,0.6919266859423724,0.02009385089070715,0.9131849678980566,0.963459548043859,0.5976416385128253,0.6394791380279088,0.24887686462883088,0.7151560115654234,0.5381783166923436,4.661421374802421,0.014634595480438588,0.05988208192564126,0.7517135259153498,499.5507458515324
9,1,-0.39166454038588294,0.8003452060928702,0.10910259328135612,0.8331110641542786,0.8359762845540604,0.6211071080130157,0.8555109746617386,0.23830124061597296,0.7802071236557222,0.7072949272345767,4.349133150201687,0.013359762845540604,0.06105535540065078,0.8705310360639562,495.3204962463892
9,2,-0.388046944729967,0.8003452060928702,0.10306759235142589,0.8085912274266924,0.8449198157968729,0.5761334728171924,0.8555109746617386,0.3826312163316766,0.7802071236557222,0.6958284254677092,4.253505786964101,0.013449198157968727,0.05880667364085962,0.8705310360639562,553.0524865326706
9,3,-0.3958266650887938,0.6914750116658108,0.04880156399973727,0.7848080629366608,0.8338241276960373,0.5924805621451233,0.8520382428552203,0.34267925579457625,0.7148850069994865,0.5927229715995008,4.160751445452977,0.013338241276960372,0.05962402810725617,0.8686210335703711,537.0717023178305
9,4,-0.4048999251983841,0.5787715496510564,0.054199270304534905,0.9131849678980566,0.9709503660328299,0.5820609489927744,0.6725754427600976,0.29188288381397426,0.6472629297906338,0.6029786135786164,4.661421374802421,0.014709503660328298,0.05910304744963872,0.7699164935180537,516.7531535255897
9,5,-0.4052017477318703,0.7534566442883484,0.12459471281714993,0.9607951432904768,0.8692951791690735,0.465599100347803,0.6366315953715045,0.30628146429520076,0.7520739865730091,0.7367299543525848,4.847101058832859,0.013692951791690732,0.05327995501739015,0.7501473774543275,522.5125857180803
9,6,-0.4271540625005007,0.6940919611622847,0.02009385089070715,0.9131849678980566,0.963459548043859,0.5954645789695292,0.6381409150591557,0.3687186851209826,0.7164551766973708,0.5381783166923436,4.661421374802421,0.014634595480438588,0.05977322894847646,0.7509775032825357,547.4874740483931
9,7,-0.38536106849290724,0.7818716576849365,0.1616391700214655,0.8912416876030176,0.8719356790998122,0.5263051639078193,0.40575684816122837,0.09819995833480688,0.7691229946109619,0.8071144230407844,4.575842581651768,0.01371935679099812,0.05631525819539097,0.6231662664886756,439.27998333392276
9,8,-0.3733511407624992,0.8049419108800882,0.15275235430516182,0.7844323280043066,0.8932324658388314,0.5539773093500009,0.7599373611463213,0.3629779497870102,0.7829651465280529,0.7902294731798074,4.1592860792167965,0.013932324658388312,0.05769886546750004,0.8179655486304767,545.191179914804
9,9,-0.3994337462095599,0.9181446528798127,0.12424537344981848,0.9545842082656036,0.58797048012033,0.5976416385128253,0.5987073610087417,0.2957639264894679,0.8508867917278877,0.7360662095546551,4.822878412235854,0.010879704801203299,0.05988208192564126,0.7292890485548079,518.3055705957872
9,10,-0.3962738605230497,0.6226835424501881,0.0756102061869342,0.8724067508504416,0.820866853256653,0.5010981661861378,0.8376184921088448,0.24507969402418447,0.6736101254701129,0.643659391755175,4.502386328316723,0.013208668532566529,0.055054908309306885,0.8606901706598646,498.03187760967376
9,11,-0.40126543386177665,0.7403267390999474,0.12424537344981848,0.9545842082656036,0.58797048012033,0.5976416385128253,0.5987073610087417,0.2957639264894679,0.7441960434599685,0.7360662095546551,4.822878412235854,0.010879704801203299,0.05988208192564126,0.7292890485548079,518.3055705957872
9,12,-0.40523556605044997,0.7935612148638564,0.12424537344981848,0.9545842082656036,0.58797048012033,0.5976416385128253,0.5987073610087417,0.2957639264894679,0.7761367289183139,0.7360662095546551,4.822878412235854,0.010879704801203299,0.05988208192564126,0.7292890485548079,518.3055705957872
9,13,-0.3920121996762654,0.8001706831639075,0.10614676313982871,0.8331110641542786,0.8259419125956682,0.6036153658925729,0.7608881879434592,0.26899203738116084,0.7801024098983446,0.7016788499656745,4.349133150201687,0.01325941912595668,0.06018076829462865,0.8184885033689026,507.59681495246434
9,14,0.0,0.8002236672767067,0.05038413093751309,0.9151522167316415,1.0721623401235827,0.6151333806332681,0.7297118247531746,0.25294838652341367,0.7801342003660241,0.5957298487812749,4.669093645253402,0.015721623401235826,0.06075666903166341,0.801341503614246,501.1793546093655
9,15,0.0,0.5935315760459748,0.02009385089070715,1.024141539391863,0.9158469799246305,0.5985017743438468,0.1861262133204092,0.3046047077729953,0.6561189456275849,0.5381783166923436,5.094152003628265,0.014158469799246304,0.059925088717192335,0.5023694173262251,521.8418831091981
9,16,-0.3954959158857858,0.6864608302448835,0.10730605128005771,0.9111524758796694,0.8629389542320945,0.5997506666189238,0.5625654504620144,0.3712863354961806,0.7118764981469301,0.7038814974321097,4.653494655930711,0.013629389542320944,0.0599875333309462,0.7094109977541079,548.5145341984722
9,17,0.0,0.7596336681892152,-0.014114760825356953,0.9131849678980566,0.9709503660328299,0.5976416385128253,0.6725754427600976,0.29188288381397426,0.7557802009135292,0.47318195443182176,4.661421374802421,0.014709503660328298,0.05988208192564126,0.7699164935180537,516.7531535255897
9,18,-0.37427719252391867,0.6879683690671494,0.1748197260633968,0.8891059936372686,0.8332067016443957,0.47479458381638856,0.5828146603919302,0.49903328150330484,0.7127810214402897,0.8321574795204538,4.567513375185348,0.013332067016443957,0.05373972919081943,0.7205480632155616,599.6133126013219
9,19,0.0,0.7818716576849365,0.08923912204831234,0.7273441169926808,1.0306961648496507,0.5263051639078193,0.38731120987466316,0.09819995833480688,0.7691229946109619,0.6695543318917935,3.936642056271455,0.015306961648496504,0.05631525819539097,0.6130211654310648,439.27998333392276
9,20,-0.3842980213823951,0.7259721538240859,0.082300157675651,0.754780600119176,0.8656826000487136,0.42214146206679787,0.5099882769258478,0.35887957983968316,0.7355832922944516,0.6563702995837369,4.043644340464787,0.013656826000487135,0.051107073103339895,0.6804935523092163,543.5518319358732
9,21,-0.42591227719770464,0.7687456721638424,0.02009385089070715,0.9131849678980566,0.963459548043859,0.5976416385128253,0.6394791380279088,0.18436308603068755,0.7612474032983054,0.5381783166923436,4.661421374802421,0.014634595480438588,0.05988208192564126,0.7517135259153498,473.745234412275
9,22,-0.3813324643912592,0.618736664870177,0.07310970057488576,0.7848080629366608,0.8303819249149567,0.606369444278805,0.8799327340360239,0.34267925579457625,0.6712419989221062,0.638908431092283,4.160751445452977,0.013303819249149567,0.06031847221394025,0.8839630037198132,537.0717023178305
9,23,-0.3997588598352402,0.7185159846322119,0.12265201156150607,0.9490301533183143,0.58797048012033,0.5600571062859789,0.5987073610087417,0.2957639264894679,0.7311095907793272,0.7330388219668615,4.8012175979414256,0.010879704801203299,0.05800285531429895,0.7292890485548079,518.3055705957872
9,24,-0.39755190647288896,0.785628763196307,0.11447177501387475,0.8874618575054093,0.8968222609513041,0.5638896961346657,0.3244482486792529,0.07777147973386528,0.7713772579177842,0.717496372526362,4.5611012442710965,0.01396822260951304,0.05819448480673328,0.5784465367735891,431.10859189354613
9,25,-0.40065791983284327,0.7966497897265041,0.10586300929452824,0.8970602938424954,0.8187035237891006,0.707593647194071,0.8452486766012389,0.2170836447243744,0.7779898738359026,0.7011397176596037,4.598535145985732,0.013187035237891005,0.06537968235970355,0.8648867721306814,486.83345788974975
9,26,-0.3985271205564958,0.7877639135140565,0.10015050753136782,0.8641478930162156,0.6081497425756928,0.5897884362982375,0.6133597590622549,0.2177054251231525,0.7726583481084339,0.6902859643095989,4.470176782763241,0.011081497425756927,0.059489421814911875,0.7373478674842402,487.082170049261
9,27,-0.3998012724222951,0.7956086965529493,0.08896452941738314,0.8614612681320133,0.8359762845540604,0.5983861328240322,0.8555109746617386,0.2339534402440185,0.7773652179317696,0.6690326058930279,4.459698945714852,0.013359762845540604,0.05991930664120161,0.8705310360639562,493.5813760976074
9,28,-0.41633980355598754,0.7734821817037633,0.04023191475468012,0.8848347639203218,0.963459548043859,0.6203626137018088,0.6394791380279088,0.188710886402642,0.764089309022258,0.5764406380338922,4.550855579289255,0.014634595480438588,0.06101813068509044,0.7517135259153498,475.4843545610568
9,29,-0.40861395889596147,0.7185159846322119,0.0950483160136209,0.9545842082656036,0.8360203953113374,0.5976416385128253,0.629574125803848,0.2892818007390741,0.7311095907793272,0.6805918004258797,4.822878412235854,0.013360203953113374,0.05988208192564126,0.7462657691921164,515.7127202956297
