run_dir,best_objective,final_iteration,first_success_iteration
output_20250928-155936,0.0077585585065733115,120,
output_20250928-160127,0.00019455343075876414,120,
output_20250928-160256,0.00040799717735353984,120,
output_20250928-160429,0.0003376173983895896,120,
output_20250928-160557,1.2657714074021353e-07,120,120
output_20250928-160739,6.130486570481315e-05,120,
output_20250928-160915,2.123566176873925e-17,120,120
output_20250928-161050,0.0001712504938638317,120,
output_20250928-161222,0.00017797076839497097,120,
output_20250928-161355,0.0018743085453007836,120,
output_20250928-161536,2.7026667838597386e-05,120,
output_20250928-161723,1.0759853781640923e-05,120,
output_20250928-161858,0.0235186211714703,120,
output_20250928-162038,2.386469252553729e-05,120,
output_20250928-162202,2.478797495868243e-08,120,120
output_20250928-162336,0.0013029757066288302,120,
output_20250928-162508,1.0719050113317549e-05,120,
output_20250928-162639,1.930453734110733e-07,120,120
output_20250928-162810,0.002789598633920368,120,
output_20250928-162947,0.00011468504019278715,120,
output_20250928-163121,0.0031686244434330642,120,
output_20250928-163253,4.496718635849664e-05,120,
output_20250928-163430,3.0270252855666934e-13,120,120
output_20250928-163608,8.727239240607513e-06,120,
output_20250928-163738,0.00037213839939174054,120,
output_20250928-163908,0.00020787813731896375,120,
output_20250928-164042,0.0020556051993694383,120,
output_20250928-164225,0.0169298810967543,120,
output_20250928-164404,0.0016189534428150216,120,
output_20250928-164538,1.908962105737234e-05,120,
output_20250928-164707,1.808108780292622e-07,120,120
output_20250928-164857,0.0012029530721868675,120,
output_20250928-165035,0.0001493493118457048,120,
output_20250928-165222,1.3285564998590063e-06,120,
output_20250928-165352,2.1423231114452308e-05,120,
output_20250928-165521,0.0056901691100020284,120,
output_20250928-165649,6.159249792955215e-07,120,120
output_20250928-165817,0.0009104569563857881,120,
output_20250928-165947,0.02023859141808556,120,
output_20250928-170116,3.6301921098133516e-09,120,120
output_20250928-170259,0.00017395898162693912,120,
output_20250928-170433,4.921438388734322e-07,120,120
output_20250928-170604,0.00395979174788425,120,
output_20250928-170736,1.3166433520164702e-07,120,120
output_20250928-170909,1.1035577406443278e-05,120,
output_20250928-171050,2.731672103962779e-06,120,
output_20250928-171229,1.1759731880639184e-05,120,
output_20250928-171405,0.003154299673543257,120,
output_20250928-171541,5.046124989651128e-08,120,120
output_20250928-171713,0.0007255072439251403,120,
output_20250928-171841,1.3503272600574798e-05,120,
output_20250928-172017,4.863728012463252e-06,120,
output_20250928-172151,0.0013393600015777335,120,
output_20250928-172318,0.0017701453688474312,120,
output_20250928-172453,1.666727472658663e-05,120,
output_20250928-172632,0.015359655195931979,120,
output_20250928-172803,6.623375840345519e-10,120,120
output_20250928-172933,0.0002143898011657972,120,
output_20250928-173110,3.7433799904884416e-06,120,
output_20250928-173245,1.1035420852540961e-05,120,
output_20250928-173411,4.6379980863535007e-10,120,120
output_20250928-173545,1.613414617805323e-07,120,120
output_20250928-173707,2.8483701480530214e-08,120,120
output_20250928-173836,0.0164515669262144,120,
output_20250928-173958,5.226869555604542e-06,120,
output_20250928-174128,5.2924897606157e-06,120,
output_20250928-174258,0.00232470385888875,120,
output_20250928-174422,2.7365036877079124e-08,120,120
output_20250928-174607,6.338177290981572e-05,120,
output_20250928-174737,1.0318277095029415e-05,120,
output_20250928-174858,7.052572315556724e-11,120,120
output_20250928-175041,8.06459123043003e-05,120,
output_20250928-175220,1.2699178892532384e-06,120,
output_20250928-175359,1.4423351077031146e-06,120,
output_20250928-175538,7.988835364643557e-06,120,
output_20250928-175712,0.009785858129049611,120,
output_20250928-175852,0.008975749402832587,120,
output_20250928-180023,9.003372498057869e-05,120,
output_20250928-180154,1.2694011391151875e-08,120,120
output_20250928-180331,1.6394904825512578e-08,120,120
output_20250928-180458,0.007830030665362402,120,
output_20250928-180636,5.9051918212619194e-05,120,
output_20250928-180809,0.00092935471814558,120,
output_20250928-180946,0.00030689225850613774,120,
output_20250928-181120,4.3320964355806065e-05,120,
output_20250928-181256,6.501723277832098e-06,120,
output_20250928-181428,6.904493071635434e-07,120,120
output_20250928-181607,0.002800763792366415,120,
output_20250928-181743,4.814542912472006e-12,120,120
output_20250928-181910,0.022963500964947203,120,
output_20250928-182055,0.0006437907591901565,120,
output_20250928-182234,0.0328771282221888,120,
output_20250928-182404,0.002467933569466245,120,
output_20250928-182534,0.00022224887336493742,120,
output_20250928-182703,1.588879615112081e-05,120,
output_20250928-182848,8.577625961105363e-11,120,120
output_20250928-183028,0.0011449674309701573,120,
output_20250928-183156,3.3201663573173903e-05,120,
output_20250928-183326,0.0023561383637649737,120,
output_20250928-183500,0.004541269864968253,120,
